id,Comment,Classes,ner_text,ner_comments,Class_Value
2043,aida coded presented end internship coding challenge isweb app enables student register internship stratcom supposed write end internship report explain detail new skill acquired ,Poor,,,0
2045,hilda finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2051,ssemuga finished internship supposed write end internship report explaining detail new skill acquired ,Poor,ssemuga,ssemuga,0
2061,joshua successfully finished internship supposed write end internship report explaining detail new skill acquiredalso encourage use networking equipment stratcom practice ,Poor,joshua successfully,joshua successfully,0
2087,patricio managed start internship stratcom wellencourage practice command needed activate different routing protocol layer 3 device ,Poor,3,3,0
2109,eve managed complete weektasks free use networking device pc stratcom practice ,Poor,,,0
2113,despitefew challenge sarah install operating system application software end device ,Poor,,,0
2146,leticia successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2156,joram almost done internship hesupposed write end internship report explaining detail newly acquired skill ,Poor,,,0
2162,martin started internship stratcom well managed complete weektasks ,Poor,martin,martin,0
2181,steve successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,steve successfully,steve successfully,0
2200,solomon finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2211,encourage syden perfect linux possible switch window linux also supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2219,despitefew challenge heather managed complete weektasks ispromising linux guru ,Poor,,,0
2288,rhoda hadfew issue software couldninstall pc managed fix problem last week supposed write end internship report explaining detail new skill acquired ,Poor,last week,last week,0
2289,luise finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2293,encourage pamela embrace linux ita good operating system also supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2294,noeline finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2295,anna finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,anna,anna,0
2296,hellen finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2298,fatihi finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,fatihi,fatihi,0
2304,aaron finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,aaron,aaron,0
2305,patricia finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2306,elsymus successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2307,heather finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2309,jonas finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2312,collins successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2313,apollo successfully finished internship supposed write end internship report explaining detail skill acquired wish best ,Poor,apollo,apollo,0
2314,gordan finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2316,hope finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2318,sheenah finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2319,derrick finished internship supposed write end internship report explaining detail skill acquired wish best ,Poor,,,0
2325,joram finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2328,martin successfully finished internship acquired hand skill networking system admin pc repair software maintenance much supposed write end internship report explaining detail new skill acquired wish best ,Poor,martin,martin,0
2331,carolus finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,carolus,carolus,0
2332,isaac supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2343,faith successfully finished internship supposed write end internship report explaining detail skill acquired ,Poor,,,0
2346,emeju successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2347,rajab successfully finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2348,despitefew minor challenge saul finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2377,joshua successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,joshua successfully,joshua successfully,0
2386,robinson finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2389,patricio successfully finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2408,shadrack successfully finished internship hesupposed write end internship report explaining detail new skill acquired ,Poor,,,0
2438,francis successfully finished internship acquired hand skill coding networking system admin pc repair much supposed write end internship report explaining detail skill acquired ,Poor,,,0
2439,jovia successfully finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2488,stacey started internship passionate coding going equip coding skill late technology ,Poor,stacey,stacey,0
2507,rhoda successfully finished internship supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2508,eve successfully finished internship acquired hand skill networking system admin pc repair software mantaince supposed write end internship report explaining detail new skill acquired wish best ,Poor,,,0
2514,phillip successfully finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2524,joan successfully finished internship supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2541,jovia started internship stratcom since passionate networking going equip hand skill networking system administration ,Poor,,,0
2546,encourage jovia perfect linux ita good operating system term security also supposed write end internship report explaining detail skill acquired ,Poor,,,0
2583,clarissa successfully finished internship supposed write end internship report explaining detail skill acquired ,Poor,,,0
2588,sarah successfully finished internship acquired hand skill networking system administration pc repair software maintenance supposed write end internship report explaining detail new skill acquired ,Poor,,,0
2590,kenneth successfully finished internship supposed use newly acquired coding skill solvereal world problem present solution field supervisor stratcom also supposed write end internship report explaining detail new skill acquired ,Poor,"kenneth successfully, stratcom","kenneth successfully, stratcom",0
2593,stacey get used debugging coding error since itpart coding also supposed write end internship report explaining detail new skill acquired ,Poor,stacey,stacey,0
2610,hamza successfully completed first week internship going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2612,pius successfully completed first week internship well going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2613,despitefew challenge especially transport cost keneth managed complete first week internship wish best ,Poor,first week,first week,0
2616,despitefew challenge powell managed complete first week internship ,Poor,first week,first week,0
2618,despitefew challenge levin managed complete first week internshipencourage always contact trainer incase difficulty ,Poor,first week,first week,0
2619,sharifah successfully completed first week internship without challenge going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2620,ibrahim started internship going equip hand skill practical competence next 6 weeksencourage buy personal pc tool kit ,Poor,,,0
2621,despitefew challenge derick managed complete first week internship well going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2623,ahmed started internship well going equip hand skill practical competence ,Poor,,,0
2630,despite challenge mark managed complete first internship wish best ,Poor,first,first,0
2631,iffah started internship well far going equip hand skill practical competence ,Poor,,,0
2632,mark started internship going equip hand skill practical competence next 6 week ,Poor,next 6 week,next 6 week,0
2635,samuel successfully completed first week internship without challenge next 6 week going equip hand skill practical competence ,Poor,"first week, next 6 week","first week, next 6 week",0
2639,peter successfully completed first week internship going equip hand skill practical competence next 6 week ,Poor,"peter successfully, first week, next 6 week","peter successfully, first week, next 6 week",0
2642,lukia started internship well going equip hand skill practical competence ,Poor,,,0
2647,muhammad successfully completed first week internship well going equip hand skill practical competence ,Poor,"muhammad, first week","muhammad, first week",0
2650,edwin successfully completed first week internship going equip hand skill practical competence next 6 weeksencourage edwin plan movementsbit early spend le transport ,Poor,"edwin, first week","edwin, first week",0
2659,polycarp started internship going equip hand skill practical competence ,Poor,,,0
2669,dickens started internship well going equip hand skill practical competence next 6 week ,Poor,"dickens, next 6 week","dickens, next 6 week",0
2673,paula started internship well going equip hand skill practical competence ,Poor,paula,paula,0
2680,titus successfully completed first week internship challenge going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2682,gloria successfully finished first week internship without challenge well ,Poor,"gloria successfully finished, first","gloria successfully finished, first",0
2685,despitefew challenge owen managed complete first week internship going equip hand skill practical competence ,Poor,first week,first week,0
2687,precious successfully completed first week internship challenge going equip hand skill practical competence ,Poor,first week,first week,0
2689,ambrozio successfully completed first week internship going equip hand skill practical competence next 6 week practice purposesencourage buy pc tool kit ,Poor,"first week, next 6 week","first week, next 6 week",0
2692,anna successfully completed first week internship challenge well going equip hand skill practical competence next 6 week ,Poor,"anna successfully, first week, next 6 week","anna successfully, first week, next 6 week",0
2697,moreen successfully completed first week internship challenge well going equip hand skill practical competence next 6 weeksencourage buy pc tool kit ,Poor,first week,first week,0
2706,han successfully completed first week internship well going equip hand skill practical competence next 6 week becomebetter pc technicianencourage buy pc tool kit ,Poor,"first week, next 6 week","first week, next 6 week",0
2711,despite distance stratcom duncan managed finish first week internship wish best ,Poor,"duncan, first week","duncan, first week",0
2714,despite power black out area francis managed complete first week internship fortunately havestand generator going equip hand skill practical competence ,Poor,first week,first week,0
2715,despitefew challenge givious managed complete first week internshipencourage get used distance internship 6 week ,Poor,"first week, 6 week","first week, 6 week",0
2720,shamimuh successfully completed first week internship going equip hand skill practical competence next 6 week ,Poor,"shamimuh, first week, next 6 week","shamimuh, first week, next 6 week",0
2721,venensio successfully completed first week internship well going equip hand skill practical competence ,Poor,first week,first week,0
2754,first week internship engaging team member ,Poor,,,0
2774,christine successfully completed first week internship challenge wellencourage get used routine since internship 6 week ,Poor,"first week, 6 week","first week, 6 week",0
2783,peter successfully completed first week internship without challenge going equip hand skill practical competence next 6 week ,Poor,"peter successfully, first week, next 6 week","peter successfully, first week, next 6 week",0
2784,reagan successfully completed first week internship well going equip hand skill practical competence ,Poor,"reagan, first week","reagan, first week",0
2791,junior successfully completed first week internship without challenge going equip hand skill practical competence next 6 week ,Poor,"first week, next 6 week","first week, next 6 week",0
2946,peter successfully completed first week internship without challenge going equip hand skill practical competence next 6 week ,Poor,"peter successfully, first week, next 6 week","peter successfully, first week, next 6 week",0
2947,joshua managed start internship well going equip hand skill practical competence ,Poor,joshua,joshua,0
3227,william managed configure back end project also managed add button simplify data visualization front end ,Poor,william,william,0
3278,despite machine challenge davis managed implement sign login interface using flutter moving towards implementing firebase back end page ,Poor,davis,davis,0
3678,last internship ,Poor,,,0
3770,progressive since first week internship ,Poor,first week,first week,0
3838,internship concluded ,Poor,,,0
0,djfjkdfjkjkffdk edited ,Very Poor,,,2
1,faith exhibited enthusiasm taking project hand already shown promising sign understanding core concept software engineeringlook forward discovering time go ,Very Poor,,,2
2,understood structure grail different component relate understands process getting apifrom mtn ,Very Poor,,,2
3,intern oriented ict setup infrastructure soroti university drafted workplan started internship simon encouraged take internship seriously waslot learn ,Very Poor,,,2
4,student oriented organization structure developed workplan 4 week internship participated assessment printer servicing acquired technical teamwork skill workplace ,Very Poor,4 week,4 week,2
6,finished time ,Very Poor,,,2
8,noted ,Very Poor,,,2
9,found interesting able identify know problem associated overcome ,Very Poor,,,2
10,partially done expectedbetter result based stevenexperienced effort needed ,Very Poor,,,2
11,done partial satisfaction hopefully learning point picked ,Very Poor,,,2
12,confirmed done specified ,Very Poor,,,2
13,faced problem identifying symbol part asked question made effort learn good ,Very Poor,,,2
15,know requirement install setting upnetwork managing ,Very Poor,,,2
16,little delay constant supervision task finally completed reviewed line supervisor good job mahad ,Very Poor,,,2
17,seemed idea setting upstructured network nowknow dolot ,Very Poor,,,2
18,student learnt demonstrated system administration skill creating email driver performed data backup troubleshooting computer hardware local area network ,Very Poor,,,2
20,stephen diligent work made effort resolve issue assigned hasquick understanding technical problem try best solve independently stephen isquick learner great future ahead software engineering field ,Very Poor,"stephen diligent, hasquick understanding technical","stephen diligent, hasquick understanding technical",2
21,noted confirmed ,Very Poor,,,2
23,learning target achieved ,Very Poor,,,2
24,knowledge topic identify use device ,Very Poor,,,2
25,assigned two task one learn basic software engineering building architecture software process work flaw done wellwanted learn git working remotely learns thereforewill monitoring code githubrealized previously knew nothing git know something get started ,Very Poor,two,two,2
26,assigned two task one learn basic software engineering building architecture software process work flaw done wellwanted learn git working remotely learns thereforewill monitoring code githubrealized previously knew nothing git know something get started ,Very Poor,two,two,2
27,still problem using jquery vue j interfaceadvised use different master page use cs avoid conflict still working steady progress ,Very Poor,,,2
29,interested learning new thing like command system admins thing otherwise well performed ,Very Poor,,,2
33,took time catch unix command great performance ,Very Poor,,,2
34,hea quick learner hasfew idea wordpress task hecopying well ,Very Poor,,,2
35,student able install printer driver able demonstrate file transfer file access link different computer able identify compatible ram computer question also able create rule folder m outlook 2010 practice able operate minimal supervision ,Very Poor,2010,2010,2
36,need practice otherwise interested ,Very Poor,,,2
37,know hardware identify troubleshoot related problem ,Very Poor,,,2
38,student well organized willing learn innovative ,Very Poor,,,2
39,stated internet blackout halted progress ,Very Poor,,,2
40,already learned basic data analysis panda key main task developing data visualization also presentedconceptual model api design data required implement dashboard ,Very Poor,,,2
41,part challenging especially configuration termination otherwise make effort see thing work end ,Very Poor,,,2
42,gave himtask work improve front end ofsystem already production company progressing wellrealized know programming concept soneed introduce real world problem find solution generally well ask understand ,Very Poor,,,2
43,knowledge ip address able put practice ,Very Poor,,,2
44,quite impressive ,Very Poor,,,2
45,week went well hadfair amount tech debt clearance feature addition ,Very Poor,,,2
47,know ip address good nowbelieve know enter interconnect configure different device ,Very Poor,,,2
48,week slow momentum due miscalculation part ,Very Poor,,,2
49,weekwork mostly reducing tech debt improving pull request quality islot progress made front team member ,Very Poor,,,2
50,notable issue came attention regard task executionam also happy benjamin get help pull request review ,Very Poor,,,2
51,task execution went well notable issue per execution ,Very Poor,,,2
52,ok ,Very Poor,,,2
53,week progress derailed due health issue benjamin hope next week good ,Very Poor,"week, next week","week, next week",2
54,task execution went well notable issue per execution ,Very Poor,,,2
56,new well knowledgeable setting upnetwork ,Very Poor,,,2
57,student acquired skill network simon participative inquisitive learn ,Very Poor,,,2
58,identify troubleshoot different component ofups ,Very Poor,,,2
59,student acquired hand skill installation configuration network device network layout ,Very Poor,,,2
60,performed well asking contributing identification solving problem associated withups ,Very Poor,,,2
61,knowledgeable different symbol associated withups ,Very Poor,,,2
63,performed well identity different component ,Very Poor,,,2
64,knowledge find difficulty starting installation process ,Very Poor,,,2
65,performed well hardship ,Very Poor,,,2
66,process kind challenging especially bios page otherwise installation follows quite well ,Very Poor,,,2
67,need practice terminating cable otherwise knowledge networking ,Very Poor,,,2
68,learnt aspect wireless network work put practice ,Very Poor,,,2
69,new serious knowing done ,Very Poor,,,2
70,notable presence passion graphic design development ,Very Poor,,,2
71,quickly adapted use javascript front end development however possible research direction would increase perfection hence help work fast ,Very Poor,,,2
72,giventask different code snippet php start onreal world project done well basic php good go next going combining j php mysql html put atlevel programming small project start ,Very Poor,,,2
73,student started learning deal corporate environment ,Very Poor,,,2
74,student took onnew language development platform django python progressed well onweekly basis managing developtask management application development unit ,Very Poor,,,2
77,m angella smart articulate calm ready learn willing face challenge m angella settle well existing team warmly welcomed good luck attachment ,Very Poor,angella smart,angella smart,2
78,bug fix task finally completedreport submitted andhave reviewed taskshould say good progress ,Very Poor,,,2
79,also setup cpanel uploaded site file enabled sslfew bug sorted though ,Very Poor,,,2
80,well done ,Very Poor,,,2
81,configuration done successful expected ,Very Poor,,,2
82,mastered hardware knowledge identify troubleshoot problem ,Very Poor,,,2
83,ok ,Very Poor,,,2
84,includes office telephone extension createdplacing telephone set position ii terminating cable connecting desk top phone general network running pabx iii creating extension number iv configuring fordesk phonefixingcard onserver pbx student also work concerning printer basic management included replenishingprintertonner trainee also replacedlaptopmicro processor ,Very Poor,,,2
85,student started development ,Very Poor,,,2
86,computer revision greatfound university donegreat job area computer study made worklot easy internship ,Very Poor,,,2
87,given assignment work personal website wordpress post news channel 44 website ondaily basis hecopying well ,Very Poor,,,2
88,student participated tot moodle lm acquired administrative skill manage moodle lm ,Very Poor,,,2
89,king kind new put practice well ,Very Poor,,,2
90,well knowledgeable asks sure something ,Very Poor,,,2
91,performed well whole process setting upnetwork assigning ip address sharing resource keep ,Very Poor,,,2
93,student understood importance software driver able distinguish printer driver based printer model student also able understand use inbuilt window utility tool ,Very Poor,,,2
94,know identifyparticular system especiallyups found challenging point specific component sure well ,Very Poor,,,2
95,noted well done ,Very Poor,,,2
96,performed well able setupnetwork share resource ,Very Poor,,,2
97,done supervisorsatisfaction ,Very Poor,,,2
98,putting effort understands concept resource sharing ,Very Poor,,,2
99,familiar concept router able execute work given well ,Very Poor,,,2
100,done ,Very Poor,,,2
102,understanding concept networking well setup share wired wireless network ,Very Poor,,,2
103,determined know hasproblem asks ,Very Poor,,,2
104,great enthusiasm self drive ,Very Poor,,,2
106,inquisitive committed learning process ,Very Poor,,,2
107,actively involved self task ,Very Poor,,,2
108,student performed well ,Very Poor,,,2
109,student developed database ,Very Poor,,,2
110,giventask different code snippet php start onreal world project done well basic php good go ,Very Poor,,,2
113,competed satisfaction ,Very Poor,,,2
116,student master principle fast delivers right thing time ,Very Poor,,,2
117,interest learning new challenging thing able understand implement wireless network ,Very Poor,,,2
120,end week presentedcomplete definition user interface stakeholder liked page well aligned presentable putting custom cs bootstrap together back end data ,Very Poor,,,2
121,accomplished task website tested locally ,Very Poor,,,2
122,implemented mobile money payment fromthird party provider use api mtn formore feasible solution ,Very Poor,,,2
123,impressed belindafront end skill ability design information system managed analyze data handed generate ui wireframes visualization inweb application ,Very Poor,,,2
124,enthusiasm learn displayed exercised isgood indicator ofserious person student keep m angella sky limit attitude taken upcoming career ,Very Poor,,,2
126,active task available ,Very Poor,,,2
127,form developed ,Very Poor,,,2
128,quite impresive time ,Very Poor,,,2
129,developed website ,Very Poor,,,2
130,know importance ofnetwork share resource ,Very Poor,,,2
131,ok ,Very Poor,,,2
132,ok ,Very Poor,,,2
133,ok ,Very Poor,,,2
134,much eager learn involve self activity ,Very Poor,,,2
135,ok ,Very Poor,,,2
136,good attitude reception towards learning new thing able ask help whenever needed ,Very Poor,,,2
137,pizza system comelong way seems helped learn navigate challengeswould like see implemented business world future possible ,Very Poor,,,2
138,student progressed well ,Very Poor,,,2
141,understood concept hardware well given prior knowledge thing ,Very Poor,,,2
143,know thing ip address theoretically sure know apply ,Very Poor,,,2
144,determined yo learn new thing thing talked new otherwise good listener ,Very Poor,,,2
145,wasbit challenging beginning picked understood concept ,Very Poor,,,2
146,isquick learner put thing practice ,Very Poor,isquick learner,isquick learner,2
147,bridget wasvery smart active intern showed interest assignment always asking question inquisitive though difficulty term used office hashigh spirit team work getting along staff well exhibited good knowledge network good application networking skillsnoticed pay close attention instruction given trackam confident internship going valuable disciplined always seeking new idea knowledge ,Very Poor,,,2
148,namugema focused good time management task given assessed excellent submitted time despite internet shut always seeking feedback positively responds criticism task asked felt comfortable enough trust instinct handled many situation alleviated much work loadand staff impressed ability ass work get thing accomplished inshort work day department trusted deal device network troubleshooting always delivered beyondexpected come day know exactly get done also ease great updating asked intelligent question picked everything quickly big advantage surpassed expectation really ran everything handed herwas impressed communication leadership self driven skill trait well commitment work time could reportbit late used time office productively accomplishedlot short time available helpful staff gave assistance ,Very Poor,namugema,namugema,2
149,namugema highly intelligent well organized motivated work varied assignment billbrain technology ltd staff impressed work ethic enthusiasm drive indicated demonstratedgood base knowledge allowed u assign internal financial transaction management system design analysis work project team work product thorough attention detail exceptional willdedicated ideal employee leader company considering employment ,Very Poor,namugema,namugema,2
150,namugema bridget served intern particular distinction initiative learn business process hand system design commendable bridget great organizational skill us initiative always follows throughbelieve beenpositive learning experience learning basic business etiquette especially inhierarchical institution awesome leadership skill computer competency good communication skill great team player cooperation fantastic time management hardworking spirit aregreat description bridget internship time remarkable look forward working time overall excellent intern resourceful surely deserves ,Very Poor,namugema,namugema,2
151,sherinah conscientious confident work shea personable individual good work ethic follows direction well sheso inquisitive always demand know new thing concerning task given asks question different side life shewas much conversant networking networking skill good sherinah disciplined andvery passionate woman want learn improve every day excellent ,Very Poor,every day,every day,2
152,nantambi sherinah displayed strong organizational skill combined outstanding social skill anddedicated work ethic made outstanding asset team intelligent committed work sense purpose professionalism see far career path choice could take initiative self confidence excellent prospect clearly showedgenuine interest task could submit time expected wasgood time keeper say could make office early morning order start given task however day used come officelittle bit late strong evident reason confident self driven shehas got leadership skill good communication skill well itspleasure work diligent responsible great idea besides verbal communication skill improved greatly since 1st day started internship ,Very Poor,"early morning, 1st day","early morning, 1st day",2
153,nantambi isquick learner continues learn aspect working line learning iswide range work done billbrain technology thus far jumped head first learn many aspect company recently requested additional work show confident capability excellent asset company billbrain technology ldt brought new innovative idea table greatly missed served intern particular distinction highly intelligent well organized motivated work varied assignment hard working good idea needslittle work taking constructive criticism istremendous help u say able put together information needed inprecise research computer skill communication skill bestve seen makesdifficult task look easy articulate finding extreme clarity always willing whatever need done hasgreat personality shea great intern withbright future ,Very Poor,first,first,2
154,committed student hebeen able finish task time ,Very Poor,,,2
155,billbrain staff stake holder andare satisfied sherinahoverall performancecertainly would consider formore permanent job future task asked felt comfortable enough trust instinct handled many situation alleviated much work load impressed ability ass work get thing accomplished inshort work day department trusted deal website intern team always delivered beyondexpected nantambi come day know exactly get done also ease great updating asked intelligent question picked everything quickly big advantage surpassed expectation really ran everything handed herwould like express amazing intern nantambi sherinah short period interacted truly one ofkind unbelievably responsible poised professional personable andgreat team member excellent job internship program showsstrong desire learn great maturity given many different task completed little guidancebelieve amazing future ahead information system anywhere else type person people want work around rarehope proud accomplished ,Very Poor,one,one,2
156,great progress ,Very Poor,,,2
157,good progress hea quick learner positive able complete assigned task required time period despite difficulty internet connection ,Very Poor,,,2
158,assignment well done ,Very Poor,,,2
160,student taken step followed configure desk phone extension office eager learn level enthusiasm revealsgood progress also taken fixing different error computer related internal peripheral component looking forward giving chance practice ,Very Poor,,,2
163,intern attended staff tot moodlelearning management system acquired admin skill ,Very Poor,,,2
164,intern participated configuration wireless network showed confidence skill managing wireless network ,Very Poor,,,2
167,know challenge wireless network deal ,Very Poor,,,2
170,bit understanding javascript work save user time data move page page send data user interface back end server side ajax ,Very Poor,,,2
171,picking well persistency excellent ,Very Poor,,,2
172,participates actively see learns ,Very Poor,,,2
175,practically well versed microsoft office application widely used many professional ,Very Poor,microsoft office application,microsoft office application,2
176,student able deploy synology server created server volume installed active directory server active directory backup business create user user group student also configured mikrotic router lynksys router demonstrating network server management skill student equally prepared report excel word processing list computer user ,Very Poor,,,2
177,student acquired hand network skill regard wireless network also participated installation administration proxmox virtual environment installation ubuntu 20 04 server ,Very Poor,20 04,20 04,2
178,willingness learn face new challenge ease ,Very Poor,,,2
179,task well executed delivered thank mahad dedication ,Very Poor,,,2
180,student developed well ,Very Poor,,,2
183,week produced animated front page attractive motion important section pricing subscription also added fully functional ,Very Poor,,,2
184,like encounter new thing pat attention understand idea ,Very Poor,,,2
185,given desire learn attributescan testify m angella practically set upbasic lan wan access control infrastructure thank putting theory practice ,Very Poor,,,2
186,period wasshortage staff department m angella filled gap setting various laptop record time managed issue end user project personnel thank tireless effort delivery time ,Very Poor,angella,angella,2
187,company ,Very Poor,,,2
188,student acquired demonstrated practical knowledge networking assigning ip address manually understood practical dhcp operation student also created user user group server thus got familiar user management ,Very Poor,,,2
190,successful weektasks work ysave member system improve application ,Very Poor,,,2
191,promising progress student take effort solve challenge ,Very Poor,,,2
193,successfully created html form capture studentrecords ,Very Poor,,,2
194,successfully designed eye catching interface using bootstrap cs ,Very Poor,,,2
195,douglas ability multitask make himpromising developerwish best ,Very Poor,douglas,douglas,2
196,successfully createddatabase formovie store ,Very Poor,,,2
197,successfully created html form capture student detail ,Very Poor,,,2
198,successfully designed eye catching interface using bootstrap cs ,Very Poor,,,2
199,impressed godfreydesire learning code system scratch continue brushing coding skill begreater developer ,Very Poor,,,2
200,interest making sure thing workout practice become good ,Very Poor,,,2
201,student able demonstrate transfer replacement computer laptop component key board replacement cmos battery replacement laptop motherboard also charged recording computing device store updating information inventory work well done ,Very Poor,cmos battery replacement,cmos battery replacement,2
202,week joseph learned implemented ussd sm using object oriented php mysql also learned deploy php application andlive server know install library using composercommand line application used install external library intophp application known prepare application procedure starting code ,Very Poor,week,week,2
203,new security well assignment interacted well cpanel ,Very Poor,,,2
205,nice piece work done ,Very Poor,,,2
206,beautiful website made practice research ,Very Poor,,,2
207,company ,Very Poor,,,2
209,isperson pay attention detail mastering graphic design waslot easy thanexpected great knowledge industrial dominating tool adobe illustrator highly used world wide designstherefore recommend university add emphasis practical field graphic design prepare student job challenge real world ,Very Poor,,,2
213,added functionality functioning well ,Very Poor,,,2
214,faithprogress impressive think box willing learn take far field software engineering stilllot learn butbelieve posse right quality keep improving ,Very Poor,,,2
215,faith displayed knowledge various step involved software development life cycle keen reaching implementation step well aware involved design stage providessmooth transition towards implementation ,Very Poor,,,2
216,wasvery productive weeklot progress made benjamin team ,Very Poor,,,2
217,week productive benjamin team executed well ,Very Poor,,,2
220,good knowledge foundation web especially university introducing practice website development design easierrecommend continued practice area ,Very Poor,,,2
221,eager learn new technology seen much question asks training session ,Very Poor,,,2
222,internee given exercise addingsplash screenprogress bar andrecycler view using java language android studio purpose help internee express advancement software development environment done successfully however also adding top nav bar creatingdashboard ,Very Poor,advancement software development environment,advancement software development environment,2
224,excellent ,Very Poor,,,2
225,able complete demo task assigned excellent performance devops ,Very Poor,,,2
226,wasgood quick activity thing like creating database live server uploading source done ,Very Poor,,,2
227,company ,Very Poor,,,2
228,student kicked bootcamp stage started gaining capacity various concept software engineering enable gain capacity deliversoftware product ,Very Poor,,,2
229,student demonstrated somefoundation background knowledge database design implementation great room improvement ,Very Poor,,,2
230,student finalised learning database design great team work demonstrated new theoiand need learn fast ,Very Poor,,,2
231,deployment learnt task accomplished time student need adopt fast pace learning ,Very Poor,,,2
232,student exposed new concept tdd design pattern need learn practice early enough pull sock ,Very Poor,,,2
233,applied demonstrated build run test individual project tdd delivered ,Very Poor,,,2
234,student gained knowledge bdd slow implementation great work improvement ,Very Poor,,,2
235,demonstrated ability implement ci cd inreal project great work week ,Very Poor,,,2
236,student prior knowledge code refactoring insight debugging code smell great foundation university ,Very Poor,,,2
237,student introduced team laboremus began interaction client establish requirement team work new team assigned need improvement ,Very Poor,,,2
238,vision scope document presented student improvement based client input requirement elicitation technique ,Very Poor,,,2
239,vision scope delivered student started sr documentation skill improving ,Very Poor,,,2
240,great research work demonstrated trying produce sdd version 1 delivered time team ,Very Poor,1,1,2
241,erd related documentation delivered client many change final version yet approved great team leadership student sharing knowledge team member ,Very Poor,,,2
242,student together team delivered mockup design system ,Very Poor,,,2
243,task project planning role assignment done student assumed role front end development ,Very Poor,,,2
244,project initiation tool done time break holiday ,Very Poor,,,2
245,festive season nothing evaluated ,Very Poor,,,2
246,front end mock user implemented required student need make good improvement ,Very Poor,,,2
247,time taken student adjust back end gain capacity implement news task internet shut affected pace student team ,Very Poor,,,2
248,feature 2 system fully done pending task student need gain fast pace internet shut affected pace student team ,Very Poor,2,2,2
249,project behind timeline student ability accomplish task internet back student picked pace ,Very Poor,,,2
250,project timeline track great team work student code review improvement ,Very Poor,,,2
251,initial testing bug detected student demonstrated ability read error bug plus ability debug ,Very Poor,,,2
252,project still going last phase task accomplished ready final presentation ,Very Poor,,,2
254,m angellaattentiveness desire learn familiar admirable thank drive software installation done independently good see ,Very Poor,,,2
255,m angellawillingness learn drive seek clarity rank assuper learner well done angella ,Very Poor,,,2
257,using android studio trainee tasked continuation last weekpending work including adding top nav bar creatingdashboard filteringrecycler view using java language android studio web development using html trainee given exercise addingfavicon towebsite html purpose help trainee learn concerning web development wasgood experience seeing exercisegood progress learning ,Very Poor,,,2
260,looking forward final report ,Very Poor,,,2
261,looking forward receiving final report ,Very Poor,,,2
262,ui made responsive beautiful ,Very Poor,,,2
263,faced challenge ide helping hand accomplished task ,Very Poor,,,2
264,isquick learner andperson pay attention detailsencourage take practice web programming order master meet market standard ,Very Poor,isquick learner,isquick learner,2
265,able design first website using technology learned given small time period since time internship startedsay impressive however need improve project management skill especially time ,Very Poor,first,first,2
266,could relied completing task time ,Very Poor,,,2
267,tried best meet attendance despite challenge slow internet ,Very Poor,,,2
268,took initiative consult needed assistance ,Very Poor,,,2
269,scheduled time advance coordinate backend developer impressive ,Very Poor,,,2
